-0.1261	0.1532	0.0811	-0.0676	0.027	-0.6441	0.0901	0.027	-0.3604	-0.0248
-0.0627	0.0245	0.2262	-0.0627	0.0027	-0.4932	0.2425	-0.0463	-0.346	0.0526
-0.0027	-0.0461	0.0352	-0.0623	0.0515	-0.4038	0.019	-0.0407	-0.4255	-0.102
-0.0126	0.072	0.1063	-0.1131	0.0766	-0.6891	0.1863	0.008	-0.312	-0.0197
-0.2589	0.2232	-0.0179	-0.0089	-0.1339	-0.4821	0.1875	0.1607	-0.3304	-0.0229
-0.3071	0.063	-0.063	-0.1969	0.1024	-0.5748	0.2205	-0.1181	-0.2047	-0.1074
-0.2482	0.1915	0.1348	0.0355	-0.1773	-0.5745	0.2482	0.1064	-0.1348	0.033
-0.2029	0.1159	0.2174	0.0435	-0.1159	-0.6087	0.2899	0.2174	-0.2319	-0.0638
-0.1406	0.0234	-0.3828	0.2266	-0.1719	-0.4141	-0.1094	0.1094	-0.0625	-0.218
0.0267	0.0185	-0.6838	0.0513	-0.0226	-0.347	-0.076	-0.039	0.0185	-0.1525
-0.1751	0.1751	-0.727	0.2463	-0.0326	-0.2997	-0.0208	0.0623	0.1217	-0.0355
-0.1322	0.1272	-0.7456	0.1721	-0.0973	-0.2968	-0.0773	0.0374	0.0973	0.0048
-0.0179	0.0648	-0.0097	-0.1393	0.0786	-0.691	0.1393	-0.0924	-0.3738	-0.1017
0.0581	-0.0214	-0.4985	0.1131	0.0581	-0.2783	0.0092	0.0765	0.0642	0.0047
0.0077	-0.0334	-0.6658	0.1928	-0.0643	-0.3368	-0.1105	-0.0231	-0.0129	-0.1368
0.1327	-0.1858	-0.4867	0.1504	-0.0265	-0.2743	-0.2035	-0.0088	-0.2212	-0.1154
-0.0323	-0.0909	-0.5836	0.2082	-0.2317	-0.4956	-0.0792	-0.0147	0.0088	-0.1667
-0.0827	-0.0977	0.0226	-0.1128	-0.0526	-0.3835	0.2632	-0.0827	-0.2782	-0.1507
0.0383	-0.0029	0.0383	0.056	-0.0147	-0.4749	0.0678	0.0206	-0.2507	0.0571
0.2366	-0.2366	-0.4504	-0.0534	0.0687	-0.0992	0.0382	-0.0687	0.0687	0.0244
-0.11	0.07	-0.66	0.09	-0.1	-0.13	-0.09	-0.18	-0.09	-0.2889
-0.2198	0.0588	-0.4675	0.0341	0.1827	-0.2879	0.2198	-0.0588	0.0031	-0.0854
-0.0549	-0.0769	-0.4286	0.0989	-0.033	-0.1429	0.1429	-0.2088	-0.1429	-0.1429
0.0977	-0.0376	-0.609	0.1128	0.0677	-0.3985	-0.0226	0.1579	0.0677	-0.1605
0.0745	-0.1277	-0.6064	0.0213	-0.0426	-0.5319	-0.0851	-0.0851	0.0638	-0.1139
0.1	-0.25	-0.35	-0.2	0.1	-0.5	0.1	0	-0.5	-0.1429
-0.0175	-0.0819	-0.4094	0.0819	0.1404	-0.2398	0.0585	0.0175	0.0351	0.0769
0.2025	-0.2523	-0.676	0.1589	0.1402	-0.2274	0.1028	0.1402	0.2274	0.1504
-0.0878	-0.0541	-0.0743	-0.1959	0.0946	-0.6014	0.0946	-0.0608	-0.4122	-0.2857
0.1132	-0.1509	-0.1321	-0.0189	0.1321	-0.3585	0.1132	-0.1321	-0.4528	0
0.0299	0.0033	-0.5415	0.6811	0.01	-0.1362	-0.1495	0.4884	-0.1163	0.4634
-0.1566	0.0188	0.0647	-0.1399	0.0605	-0.6367	0.286	-0.0188	-0.3319	-0.0817
0.0755	-0.0718	-0.5101	0.0534	0.1234	-0.3665	-0.0092	0.0166	0.0902	0.0061
-0.0526	-0.0082	-0.5368	0.2959	-0.0409	-0.1509	0.0175	0.2655	0.1439	0.0781
-0.045	0.027	-0.2252	0.027	-0.0631	-0.3514	0.0991	-0.009	-0.045	-0.1045
-0.0103	-0.0722	0.0722	-0.0103	-0.1753	-0.5258	0.0515	0.0309	-0.2165	-0.1538
0.1024	-0.0394	-0.2126	0.0236	-0.0394	-0.4488	0.1024	0.0551	-0.2126	0.034
0.0318	-0.0191	-0.2484	0.0191	-0.0701	-0.3376	-0.0064	0.0318	0.2229	-0.2233
-0.1489	0.0213	-0.4043	0.2979	-0.0638	-0.0851	0	0.0851	0.1064	0.1212
-0.1111	0.1605	-0.4074	0.2593	-0.0617	-0.2099	-0.0864	0.1605	0.1111	-0.1786
-0.0607	-0.016	-0.3738	0.1885	-0.0799	-0.4058	-0.1246	0.1182	0.0415	-0.0391
0.029	0.0072	-0.3696	0.1449	0.0652	-0.3841	0.0072	0.1449	-0.0217	-0.0939
0.1494	-0.1494	-0.6322	0.1264	-0.0115	-0.1954	-0.5862	-0.0345	-0.0575	-0.3714
-0.0044	-0.1366	-0.489	0.1013	-0.0044	-0.2159	-0.2687	-0.1366	0.1806	-0.1478
-0.0269	-0.1045	-0.3552	0.1642	-0.0806	-0.4746	-0.1642	-0.009	0.0328	-0.253
0.0605	0.0419	-0.3767	0.014	0.0977	-0.3302	0.0233	0.0512	-0.0326	0.0219
0.0186	-0.0805	-0.5604	0.1858	0.0093	-0.2972	-0.1858	-0.0588	0.13	-0.1003
0.0377	0.0047	-0.467	0.184	-0.0613	-0.2453	-0.0896	-0.0047	0.1509	0.0075
-0.0789	-0.0395	0.0395	0.0263	-0.0526	-0.4737	0.25	-0.1711	-0.3158	0.0732
-0.2879	0.1667	0.0606	0.1061	-0.2121	-0.4394	0.1818	0.1212	-0.2727	0.038
